date,day,day_of_the_week,month,month_text,quarter,semester,year
08/03/2016,8,Tuesday,3,March,1,1,2016
09/03/2016,9,Wednesday,3,March,1,1,2016
10/03/2016,10,Thursday,3,March,1,1,2016
11/03/2016,11,Friday,3,March,1,1,2016
12/03/2016,12,Saturday,3,March,1,1,2016
13/03/2016,13,Sunday,3,March,1,1,2016
14/03/2016,14,Monday,3,March,1,1,2016
15/03/2016,15,Tuesday,3,March,1,1,2016
16/03/2016,16,Wednesday,3,March,1,1,2016
17/03/2016,17,Thursday,3,March,1,1,2016
18/03/2016,18,Friday,3,March,1,1,2016
19/03/2016,19,Saturday,3,March,1,1,2016
20/03/2016,20,Sunday,3,March,1,1,2016
21/03/2016,21,Monday,3,March,1,1,2016
22/03/2016,22,Tuesday,3,March,1,1,2016
23/03/2016,23,Wednesday,3,March,1,1,2016
24/03/2016,24,Thursday,3,March,1,1,2016
25/03/2016,25,Friday,3,March,1,1,2016
26/03/2016,26,Saturday,3,March,1,1,2016
27/03/2016,27,Sunday,3,March,1,1,2016
28/03/2016,28,Monday,3,March,1,1,2016
29/03/2016,29,Tuesday,3,March,1,1,2016
30/03/2016,30,Wednesday,3,March,1,1,2016
31/03/2016,31,Thursday,3,March,1,1,2016
01/04/2016,1,Friday,4,April,2,1,2016
02/04/2016,2,Saturday,4,April,2,1,2016
03/04/2016,3,Sunday,4,April,2,1,2016
04/04/2016,4,Monday,4,April,2,1,2016
05/04/2016,5,Tuesday,4,April,2,1,2016
06/04/2016,6,Wednesday,4,April,2,1,2016
07/04/2016,7,Thursday,4,April,2,1,2016
08/04/2016,8,Friday,4,April,2,1,2016
09/04/2016,9,Saturday,4,April,2,1,2016
10/04/2016,10,Sunday,4,April,2,1,2016
11/04/2016,11,Monday,4,April,2,1,2016
12/04/2016,12,Tuesday,4,April,2,1,2016
13/04/2016,13,Wednesday,4,April,2,1,2016
14/04/2016,14,Thursday,4,April,2,1,2016
15/04/2016,15,Friday,4,April,2,1,2016
16/04/2016,16,Saturday,4,April,2,1,2016
17/04/2016,17,Sunday,4,April,2,1,2016
18/04/2016,18,Monday,4,April,2,1,2016
19/04/2016,19,Tuesday,4,April,2,1,2016
20/04/2016,20,Wednesday,4,April,2,1,2016
21/04/2016,21,Thursday,4,April,2,1,2016
22/04/2016,22,Friday,4,April,2,1,2016
23/04/2016,23,Saturday,4,April,2,1,2016
24/04/2016,24,Sunday,4,April,2,1,2016
25/04/2016,25,Monday,4,April,2,1,2016
26/04/2016,26,Tuesday,4,April,2,1,2016
27/04/2016,27,Wednesday,4,April,2,1,2016
28/04/2016,28,Thursday,4,April,2,1,2016
29/04/2016,29,Friday,4,April,2,1,2016
30/04/2016,30,Saturday,4,April,2,1,2016
01/05/2016,1,Sunday,5,May,2,1,2016
02/05/2016,2,Monday,5,May,2,1,2016
03/05/2016,3,Tuesday,5,May,2,1,2016
04/05/2016,4,Wednesday,5,May,2,1,2016
05/05/2016,5,Thursday,5,May,2,1,2016
06/05/2016,6,Friday,5,May,2,1,2016
07/05/2016,7,Saturday,5,May,2,1,2016
08/05/2016,8,Sunday,5,May,2,1,2016
09/05/2016,9,Monday,5,May,2,1,2016
10/05/2016,10,Tuesday,5,May,2,1,2016
11/05/2016,11,Wednesday,5,May,2,1,2016
12/05/2016,12,Thursday,5,May,2,1,2016
13/05/2016,13,Friday,5,May,2,1,2016
14/05/2016,14,Saturday,5,May,2,1,2016
15/05/2016,15,Sunday,5,May,2,1,2016
16/05/2016,16,Monday,5,May,2,1,2016
17/05/2016,17,Tuesday,5,May,2,1,2016
18/05/2016,18,Wednesday,5,May,2,1,2016
19/05/2016,19,Thursday,5,May,2,1,2016
20/05/2016,20,Friday,5,May,2,1,2016
21/05/2016,21,Saturday,5,May,2,1,2016
22/05/2016,22,Sunday,5,May,2,1,2016
23/05/2016,23,Monday,5,May,2,1,2016
24/05/2016,24,Tuesday,5,May,2,1,2016
25/05/2016,25,Wednesday,5,May,2,1,2016
26/05/2016,26,Thursday,5,May,2,1,2016
27/05/2016,27,Friday,5,May,2,1,2016
28/05/2016,28,Saturday,5,May,2,1,2016
29/05/2016,29,Sunday,5,May,2,1,2016
30/05/2016,30,Monday,5,May,2,1,2016
31/05/2016,31,Tuesday,5,May,2,1,2016
01/06/2016,1,Wednesday,6,June,2,1,2016
02/06/2016,2,Thursday,6,June,2,1,2016
03/06/2016,3,Friday,6,June,2,1,2016
04/06/2016,4,Saturday,6,June,2,1,2016
05/06/2016,5,Sunday,6,June,2,1,2016
06/06/2016,6,Monday,6,June,2,1,2016
07/06/2016,7,Tuesday,6,June,2,1,2016
08/06/2016,8,Wednesday,6,June,2,1,2016
09/06/2016,9,Thursday,6,June,2,1,2016
10/06/2016,10,Friday,6,June,2,1,2016
11/06/2016,11,Saturday,6,June,2,1,2016
12/06/2016,12,Sunday,6,June,2,1,2016
13/06/2016,13,Monday,6,June,2,1,2016
14/06/2016,14,Tuesday,6,June,2,1,2016
15/06/2016,15,Wednesday,6,June,2,1,2016
16/06/2016,16,Thursday,6,June,2,1,2016
17/06/2016,17,Friday,6,June,2,1,2016
18/06/2016,18,Saturday,6,June,2,1,2016
19/06/2016,19,Sunday,6,June,2,1,2016
20/06/2016,20,Monday,6,June,2,1,2016
21/06/2016,21,Tuesday,6,June,2,1,2016
22/06/2016,22,Wednesday,6,June,2,1,2016
23/06/2016,23,Thursday,6,June,2,1,2016
24/06/2016,24,Friday,6,June,2,1,2016
25/06/2016,25,Saturday,6,June,2,1,2016
26/06/2016,26,Sunday,6,June,2,1,2016
27/06/2016,27,Monday,6,June,2,1,2016
28/06/2016,28,Tuesday,6,June,2,1,2016
29/06/2016,29,Wednesday,6,June,2,1,2016
30/06/2016,30,Thursday,6,June,2,1,2016
01/07/2016,1,Friday,7,July,3,2,2016
02/07/2016,2,Saturday,7,July,3,2,2016
03/07/2016,3,Sunday,7,July,3,2,2016
04/07/2016,4,Monday,7,July,3,2,2016
05/07/2016,5,Tuesday,7,July,3,2,2016
06/07/2016,6,Wednesday,7,July,3,2,2016
07/07/2016,7,Thursday,7,July,3,2,2016
08/07/2016,8,Friday,7,July,3,2,2016
09/07/2016,9,Saturday,7,July,3,2,2016
10/07/2016,10,Sunday,7,July,3,2,2016
11/07/2016,11,Monday,7,July,3,2,2016
12/07/2016,12,Tuesday,7,July,3,2,2016
13/07/2016,13,Wednesday,7,July,3,2,2016
14/07/2016,14,Thursday,7,July,3,2,2016
15/07/2016,15,Friday,7,July,3,2,2016
16/07/2016,16,Saturday,7,July,3,2,2016
17/07/2016,17,Sunday,7,July,3,2,2016
18/07/2016,18,Monday,7,July,3,2,2016
19/07/2016,19,Tuesday,7,July,3,2,2016
20/07/2016,20,Wednesday,7,July,3,2,2016
21/07/2016,21,Thursday,7,July,3,2,2016
22/07/2016,22,Friday,7,July,3,2,2016
23/07/2016,23,Saturday,7,July,3,2,2016
24/07/2016,24,Sunday,7,July,3,2,2016
25/07/2016,25,Monday,7,July,3,2,2016
26/07/2016,26,Tuesday,7,July,3,2,2016
27/07/2016,27,Wednesday,7,July,3,2,2016
28/07/2016,28,Thursday,7,July,3,2,2016
29/07/2016,29,Friday,7,July,3,2,2016
30/07/2016,30,Saturday,7,July,3,2,2016
31/07/2016,31,Sunday,7,July,3,2,2016
01/08/2016,1,Monday,8,August,3,2,2016
02/08/2016,2,Tuesday,8,August,3,2,2016
03/08/2016,3,Wednesday,8,August,3,2,2016
04/08/2016,4,Thursday,8,August,3,2,2016
05/08/2016,5,Friday,8,August,3,2,2016
06/08/2016,6,Saturday,8,August,3,2,2016
07/08/2016,7,Sunday,8,August,3,2,2016
08/08/2016,8,Monday,8,August,3,2,2016
09/08/2016,9,Tuesday,8,August,3,2,2016
10/08/2016,10,Wednesday,8,August,3,2,2016
11/08/2016,11,Thursday,8,August,3,2,2016
12/08/2016,12,Friday,8,August,3,2,2016
13/08/2016,13,Saturday,8,August,3,2,2016
14/08/2016,14,Sunday,8,August,3,2,2016
15/08/2016,15,Monday,8,August,3,2,2016
16/08/2016,16,Tuesday,8,August,3,2,2016
17/08/2016,17,Wednesday,8,August,3,2,2016
18/08/2016,18,Thursday,8,August,3,2,2016
19/08/2016,19,Friday,8,August,3,2,2016
20/08/2016,20,Saturday,8,August,3,2,2016
21/08/2016,21,Sunday,8,August,3,2,2016
22/08/2016,22,Monday,8,August,3,2,2016
23/08/2016,23,Tuesday,8,August,3,2,2016
24/08/2016,24,Wednesday,8,August,3,2,2016
25/08/2016,25,Thursday,8,August,3,2,2016
26/08/2016,26,Friday,8,August,3,2,2016
27/08/2016,27,Saturday,8,August,3,2,2016
28/08/2016,28,Sunday,8,August,3,2,2016
29/08/2016,29,Monday,8,August,3,2,2016
30/08/2016,30,Tuesday,8,August,3,2,2016
31/08/2016,31,Wednesday,8,August,3,2,2016
01/09/2016,1,Thursday,9,September,3,2,2016
02/09/2016,2,Friday,9,September,3,2,2016
03/09/2016,3,Saturday,9,September,3,2,2016
04/09/2016,4,Sunday,9,September,3,2,2016
05/09/2016,5,Monday,9,September,3,2,2016
06/09/2016,6,Tuesday,9,September,3,2,2016
07/09/2016,7,Wednesday,9,September,3,2,2016
08/09/2016,8,Thursday,9,September,3,2,2016
09/09/2016,9,Friday,9,September,3,2,2016
10/09/2016,10,Saturday,9,September,3,2,2016
11/09/2016,11,Sunday,9,September,3,2,2016
12/09/2016,12,Monday,9,September,3,2,2016
13/09/2016,13,Tuesday,9,September,3,2,2016
14/09/2016,14,Wednesday,9,September,3,2,2016
15/09/2016,15,Thursday,9,September,3,2,2016
16/09/2016,16,Friday,9,September,3,2,2016
17/09/2016,17,Saturday,9,September,3,2,2016
18/09/2016,18,Sunday,9,September,3,2,2016
19/09/2016,19,Monday,9,September,3,2,2016
20/09/2016,20,Tuesday,9,September,3,2,2016
21/09/2016,21,Wednesday,9,September,3,2,2016
22/09/2016,22,Thursday,9,September,3,2,2016
23/09/2016,23,Friday,9,September,3,2,2016
24/09/2016,24,Saturday,9,September,3,2,2016
25/09/2016,25,Sunday,9,September,3,2,2016
26/09/2016,26,Monday,9,September,3,2,2016
27/09/2016,27,Tuesday,9,September,3,2,2016
28/09/2016,28,Wednesday,9,September,3,2,2016
29/09/2016,29,Thursday,9,September,3,2,2016
30/09/2016,30,Friday,9,September,3,2,2016
01/10/2016,1,Saturday,10,October,4,2,2016
02/10/2016,2,Sunday,10,October,4,2,2016
03/10/2016,3,Monday,10,October,4,2,2016
04/10/2016,4,Tuesday,10,October,4,2,2016
05/10/2016,5,Wednesday,10,October,4,2,2016
06/10/2016,6,Thursday,10,October,4,2,2016
07/10/2016,7,Friday,10,October,4,2,2016
08/10/2016,8,Saturday,10,October,4,2,2016
09/10/2016,9,Sunday,10,October,4,2,2016
10/10/2016,10,Monday,10,October,4,2,2016
11/10/2016,11,Tuesday,10,October,4,2,2016
12/10/2016,12,Wednesday,10,October,4,2,2016
13/10/2016,13,Thursday,10,October,4,2,2016
14/10/2016,14,Friday,10,October,4,2,2016
15/10/2016,15,Saturday,10,October,4,2,2016
16/10/2016,16,Sunday,10,October,4,2,2016
17/10/2016,17,Monday,10,October,4,2,2016
18/10/2016,18,Tuesday,10,October,4,2,2016
19/10/2016,19,Wednesday,10,October,4,2,2016
20/10/2016,20,Thursday,10,October,4,2,2016
21/10/2016,21,Friday,10,October,4,2,2016
22/10/2016,22,Saturday,10,October,4,2,2016
23/10/2016,23,Sunday,10,October,4,2,2016
24/10/2016,24,Monday,10,October,4,2,2016
25/10/2016,25,Tuesday,10,October,4,2,2016
26/10/2016,26,Wednesday,10,October,4,2,2016
27/10/2016,27,Thursday,10,October,4,2,2016
28/10/2016,28,Friday,10,October,4,2,2016
29/10/2016,29,Saturday,10,October,4,2,2016
30/10/2016,30,Sunday,10,October,4,2,2016
31/10/2016,31,Monday,10,October,4,2,2016
01/11/2016,1,Tuesday,11,November,4,2,2016
02/11/2016,2,Wednesday,11,November,4,2,2016
03/11/2016,3,Thursday,11,November,4,2,2016
04/11/2016,4,Friday,11,November,4,2,2016
05/11/2016,5,Saturday,11,November,4,2,2016
06/11/2016,6,Sunday,11,November,4,2,2016
07/11/2016,7,Monday,11,November,4,2,2016
08/11/2016,8,Tuesday,11,November,4,2,2016
09/11/2016,9,Wednesday,11,November,4,2,2016
10/11/2016,10,Thursday,11,November,4,2,2016
11/11/2016,11,Friday,11,November,4,2,2016
12/11/2016,12,Saturday,11,November,4,2,2016
13/11/2016,13,Sunday,11,November,4,2,2016
14/11/2016,14,Monday,11,November,4,2,2016
15/11/2016,15,Tuesday,11,November,4,2,2016
16/11/2016,16,Wednesday,11,November,4,2,2016
17/11/2016,17,Thursday,11,November,4,2,2016
18/11/2016,18,Friday,11,November,4,2,2016
19/11/2016,19,Saturday,11,November,4,2,2016
20/11/2016,20,Sunday,11,November,4,2,2016
21/11/2016,21,Monday,11,November,4,2,2016
22/11/2016,22,Tuesday,11,November,4,2,2016
23/11/2016,23,Wednesday,11,November,4,2,2016
24/11/2016,24,Thursday,11,November,4,2,2016
25/11/2016,25,Friday,11,November,4,2,2016
26/11/2016,26,Saturday,11,November,4,2,2016
27/11/2016,27,Sunday,11,November,4,2,2016
28/11/2016,28,Monday,11,November,4,2,2016
29/11/2016,29,Tuesday,11,November,4,2,2016
30/11/2016,30,Wednesday,11,November,4,2,2016
01/12/2016,1,Thursday,12,December,4,2,2016
02/12/2016,2,Friday,12,December,4,2,2016
03/12/2016,3,Saturday,12,December,4,2,2016
04/12/2016,4,Sunday,12,December,4,2,2016
05/12/2016,5,Monday,12,December,4,2,2016
06/12/2016,6,Tuesday,12,December,4,2,2016
07/12/2016,7,Wednesday,12,December,4,2,2016
08/12/2016,8,Thursday,12,December,4,2,2016
09/12/2016,9,Friday,12,December,4,2,2016
10/12/2016,10,Saturday,12,December,4,2,2016
11/12/2016,11,Sunday,12,December,4,2,2016
12/12/2016,12,Monday,12,December,4,2,2016
13/12/2016,13,Tuesday,12,December,4,2,2016
14/12/2016,14,Wednesday,12,December,4,2,2016
15/12/2016,15,Thursday,12,December,4,2,2016
16/12/2016,16,Friday,12,December,4,2,2016
17/12/2016,17,Saturday,12,December,4,2,2016
18/12/2016,18,Sunday,12,December,4,2,2016
19/12/2016,19,Monday,12,December,4,2,2016
20/12/2016,20,Tuesday,12,December,4,2,2016
21/12/2016,21,Wednesday,12,December,4,2,2016
22/12/2016,22,Thursday,12,December,4,2,2016
23/12/2016,23,Friday,12,December,4,2,2016
24/12/2016,24,Saturday,12,December,4,2,2016
25/12/2016,25,Sunday,12,December,4,2,2016
26/12/2016,26,Monday,12,December,4,2,2016
27/12/2016,27,Tuesday,12,December,4,2,2016
28/12/2016,28,Wednesday,12,December,4,2,2016
29/12/2016,29,Thursday,12,December,4,2,2016
30/12/2016,30,Friday,12,December,4,2,2016
31/12/2016,31,Saturday,12,December,4,2,2016
01/01/2017,1,Sunday,1,January,1,1,2017
02/01/2017,2,Monday,1,January,1,1,2017
03/01/2017,3,Tuesday,1,January,1,1,2017
04/01/2017,4,Wednesday,1,January,1,1,2017
05/01/2017,5,Thursday,1,January,1,1,2017
06/01/2017,6,Friday,1,January,1,1,2017
07/01/2017,7,Saturday,1,January,1,1,2017
08/01/2017,8,Sunday,1,January,1,1,2017
09/01/2017,9,Monday,1,January,1,1,2017
10/01/2017,10,Tuesday,1,January,1,1,2017
11/01/2017,11,Wednesday,1,January,1,1,2017
12/01/2017,12,Thursday,1,January,1,1,2017
13/01/2017,13,Friday,1,January,1,1,2017
14/01/2017,14,Saturday,1,January,1,1,2017
15/01/2017,15,Sunday,1,January,1,1,2017
16/01/2017,16,Monday,1,January,1,1,2017
17/01/2017,17,Tuesday,1,January,1,1,2017
18/01/2017,18,Wednesday,1,January,1,1,2017
19/01/2017,19,Thursday,1,January,1,1,2017
20/01/2017,20,Friday,1,January,1,1,2017
21/01/2017,21,Saturday,1,January,1,1,2017
22/01/2017,22,Sunday,1,January,1,1,2017
23/01/2017,23,Monday,1,January,1,1,2017
24/01/2017,24,Tuesday,1,January,1,1,2017
25/01/2017,25,Wednesday,1,January,1,1,2017
26/01/2017,26,Thursday,1,January,1,1,2017
27/01/2017,27,Friday,1,January,1,1,2017
28/01/2017,28,Saturday,1,January,1,1,2017
29/01/2017,29,Sunday,1,January,1,1,2017
30/01/2017,30,Monday,1,January,1,1,2017
31/01/2017,31,Tuesday,1,January,1,1,2017
01/02/2017,1,Wednesday,2,February,1,1,2017
02/02/2017,2,Thursday,2,February,1,1,2017
03/02/2017,3,Friday,2,February,1,1,2017
04/02/2017,4,Saturday,2,February,1,1,2017
05/02/2017,5,Sunday,2,February,1,1,2017
06/02/2017,6,Monday,2,February,1,1,2017
07/02/2017,7,Tuesday,2,February,1,1,2017
08/02/2017,8,Wednesday,2,February,1,1,2017
09/02/2017,9,Thursday,2,February,1,1,2017
10/02/2017,10,Friday,2,February,1,1,2017
11/02/2017,11,Saturday,2,February,1,1,2017
12/02/2017,12,Sunday,2,February,1,1,2017
13/02/2017,13,Monday,2,February,1,1,2017
14/02/2017,14,Tuesday,2,February,1,1,2017
15/02/2017,15,Wednesday,2,February,1,1,2017
16/02/2017,16,Thursday,2,February,1,1,2017
17/02/2017,17,Friday,2,February,1,1,2017
18/02/2017,18,Saturday,2,February,1,1,2017
19/02/2017,19,Sunday,2,February,1,1,2017
20/02/2017,20,Monday,2,February,1,1,2017
21/02/2017,21,Tuesday,2,February,1,1,2017
22/02/2017,22,Wednesday,2,February,1,1,2017
23/02/2017,23,Thursday,2,February,1,1,2017
24/02/2017,24,Friday,2,February,1,1,2017
25/02/2017,25,Saturday,2,February,1,1,2017
26/02/2017,26,Sunday,2,February,1,1,2017
27/02/2017,27,Monday,2,February,1,1,2017
28/02/2017,28,Tuesday,2,February,1,1,2017
01/03/2017,1,Wednesday,3,March,1,1,2017
02/03/2017,2,Thursday,3,March,1,1,2017
03/03/2017,3,Friday,3,March,1,1,2017
04/03/2017,4,Saturday,3,March,1,1,2017
05/03/2017,5,Sunday,3,March,1,1,2017
06/03/2017,6,Monday,3,March,1,1,2017
07/03/2017,7,Tuesday,3,March,1,1,2017
08/03/2017,8,Wednesday,3,March,1,1,2017
09/03/2017,9,Thursday,3,March,1,1,2017
10/03/2017,10,Friday,3,March,1,1,2017
11/03/2017,11,Saturday,3,March,1,1,2017
12/03/2017,12,Sunday,3,March,1,1,2017
13/03/2017,13,Monday,3,March,1,1,2017
14/03/2017,14,Tuesday,3,March,1,1,2017
15/03/2017,15,Wednesday,3,March,1,1,2017
16/03/2017,16,Thursday,3,March,1,1,2017
17/03/2017,17,Friday,3,March,1,1,2017
18/03/2017,18,Saturday,3,March,1,1,2017
19/03/2017,19,Sunday,3,March,1,1,2017
20/03/2017,20,Monday,3,March,1,1,2017
21/03/2017,21,Tuesday,3,March,1,1,2017
22/03/2017,22,Wednesday,3,March,1,1,2017
23/03/2017,23,Thursday,3,March,1,1,2017
24/03/2017,24,Friday,3,March,1,1,2017
25/03/2017,25,Saturday,3,March,1,1,2017
26/03/2017,26,Sunday,3,March,1,1,2017
27/03/2017,27,Monday,3,March,1,1,2017
28/03/2017,28,Tuesday,3,March,1,1,2017
29/03/2017,29,Wednesday,3,March,1,1,2017
30/03/2017,30,Thursday,3,March,1,1,2017
31/03/2017,31,Friday,3,March,1,1,2017
01/04/2017,1,Saturday,4,April,2,1,2017
02/04/2017,2,Sunday,4,April,2,1,2017
03/04/2017,3,Monday,4,April,2,1,2017
04/04/2017,4,Tuesday,4,April,2,1,2017
05/04/2017,5,Wednesday,4,April,2,1,2017
06/04/2017,6,Thursday,4,April,2,1,2017
07/04/2017,7,Friday,4,April,2,1,2017
08/04/2017,8,Saturday,4,April,2,1,2017
09/04/2017,9,Sunday,4,April,2,1,2017
10/04/2017,10,Monday,4,April,2,1,2017
11/04/2017,11,Tuesday,4,April,2,1,2017
12/04/2017,12,Wednesday,4,April,2,1,2017
13/04/2017,13,Thursday,4,April,2,1,2017
14/04/2017,14,Friday,4,April,2,1,2017
15/04/2017,15,Saturday,4,April,2,1,2017
16/04/2017,16,Sunday,4,April,2,1,2017
17/04/2017,17,Monday,4,April,2,1,2017
18/04/2017,18,Tuesday,4,April,2,1,2017
19/04/2017,19,Wednesday,4,April,2,1,2017
20/04/2017,20,Thursday,4,April,2,1,2017
21/04/2017,21,Friday,4,April,2,1,2017
22/04/2017,22,Saturday,4,April,2,1,2017
23/04/2017,23,Sunday,4,April,2,1,2017
24/04/2017,24,Monday,4,April,2,1,2017
25/04/2017,25,Tuesday,4,April,2,1,2017
26/04/2017,26,Wednesday,4,April,2,1,2017
27/04/2017,27,Thursday,4,April,2,1,2017
28/04/2017,28,Friday,4,April,2,1,2017
29/04/2017,29,Saturday,4,April,2,1,2017
30/04/2017,30,Sunday,4,April,2,1,2017
01/05/2017,1,Monday,5,May,2,1,2017
02/05/2017,2,Tuesday,5,May,2,1,2017
03/05/2017,3,Wednesday,5,May,2,1,2017
04/05/2017,4,Thursday,5,May,2,1,2017
05/05/2017,5,Friday,5,May,2,1,2017
06/05/2017,6,Saturday,5,May,2,1,2017
07/05/2017,7,Sunday,5,May,2,1,2017
08/05/2017,8,Monday,5,May,2,1,2017
09/05/2017,9,Tuesday,5,May,2,1,2017
10/05/2017,10,Wednesday,5,May,2,1,2017
11/05/2017,11,Thursday,5,May,2,1,2017
12/05/2017,12,Friday,5,May,2,1,2017
13/05/2017,13,Saturday,5,May,2,1,2017
14/05/2017,14,Sunday,5,May,2,1,2017
15/05/2017,15,Monday,5,May,2,1,2017
16/05/2017,16,Tuesday,5,May,2,1,2017
17/05/2017,17,Wednesday,5,May,2,1,2017
18/05/2017,18,Thursday,5,May,2,1,2017
19/05/2017,19,Friday,5,May,2,1,2017
20/05/2017,20,Saturday,5,May,2,1,2017
21/05/2017,21,Sunday,5,May,2,1,2017
22/05/2017,22,Monday,5,May,2,1,2017
23/05/2017,23,Tuesday,5,May,2,1,2017
24/05/2017,24,Wednesday,5,May,2,1,2017
25/05/2017,25,Thursday,5,May,2,1,2017
26/05/2017,26,Friday,5,May,2,1,2017
27/05/2017,27,Saturday,5,May,2,1,2017
28/05/2017,28,Sunday,5,May,2,1,2017
29/05/2017,29,Monday,5,May,2,1,2017
30/05/2017,30,Tuesday,5,May,2,1,2017
31/05/2017,31,Wednesday,5,May,2,1,2017
01/06/2017,1,Thursday,6,June,2,1,2017
02/06/2017,2,Friday,6,June,2,1,2017
03/06/2017,3,Saturday,6,June,2,1,2017
04/06/2017,4,Sunday,6,June,2,1,2017
05/06/2017,5,Monday,6,June,2,1,2017
06/06/2017,6,Tuesday,6,June,2,1,2017
07/06/2017,7,Wednesday,6,June,2,1,2017
08/06/2017,8,Thursday,6,June,2,1,2017
09/06/2017,9,Friday,6,June,2,1,2017
10/06/2017,10,Saturday,6,June,2,1,2017
11/06/2017,11,Sunday,6,June,2,1,2017
12/06/2017,12,Monday,6,June,2,1,2017
13/06/2017,13,Tuesday,6,June,2,1,2017
14/06/2017,14,Wednesday,6,June,2,1,2017
15/06/2017,15,Thursday,6,June,2,1,2017
16/06/2017,16,Friday,6,June,2,1,2017
17/06/2017,17,Saturday,6,June,2,1,2017
18/06/2017,18,Sunday,6,June,2,1,2017
19/06/2017,19,Monday,6,June,2,1,2017
20/06/2017,20,Tuesday,6,June,2,1,2017
21/06/2017,21,Wednesday,6,June,2,1,2017
22/06/2017,22,Thursday,6,June,2,1,2017
23/06/2017,23,Friday,6,June,2,1,2017
24/06/2017,24,Saturday,6,June,2,1,2017
25/06/2017,25,Sunday,6,June,2,1,2017
26/06/2017,26,Monday,6,June,2,1,2017
27/06/2017,27,Tuesday,6,June,2,1,2017
28/06/2017,28,Wednesday,6,June,2,1,2017
29/06/2017,29,Thursday,6,June,2,1,2017
30/06/2017,30,Friday,6,June,2,1,2017
01/07/2017,1,Saturday,7,July,3,2,2017
02/07/2017,2,Sunday,7,July,3,2,2017
03/07/2017,3,Monday,7,July,3,2,2017
04/07/2017,4,Tuesday,7,July,3,2,2017
05/07/2017,5,Wednesday,7,July,3,2,2017
06/07/2017,6,Thursday,7,July,3,2,2017
07/07/2017,7,Friday,7,July,3,2,2017
08/07/2017,8,Saturday,7,July,3,2,2017
09/07/2017,9,Sunday,7,July,3,2,2017
10/07/2017,10,Monday,7,July,3,2,2017
11/07/2017,11,Tuesday,7,July,3,2,2017
12/07/2017,12,Wednesday,7,July,3,2,2017
13/07/2017,13,Thursday,7,July,3,2,2017
14/07/2017,14,Friday,7,July,3,2,2017
15/07/2017,15,Saturday,7,July,3,2,2017
16/07/2017,16,Sunday,7,July,3,2,2017
17/07/2017,17,Monday,7,July,3,2,2017
18/07/2017,18,Tuesday,7,July,3,2,2017
19/07/2017,19,Wednesday,7,July,3,2,2017
20/07/2017,20,Thursday,7,July,3,2,2017
21/07/2017,21,Friday,7,July,3,2,2017
22/07/2017,22,Saturday,7,July,3,2,2017
23/07/2017,23,Sunday,7,July,3,2,2017
24/07/2017,24,Monday,7,July,3,2,2017
25/07/2017,25,Tuesday,7,July,3,2,2017
26/07/2017,26,Wednesday,7,July,3,2,2017
27/07/2017,27,Thursday,7,July,3,2,2017
28/07/2017,28,Friday,7,July,3,2,2017
29/07/2017,29,Saturday,7,July,3,2,2017
30/07/2017,30,Sunday,7,July,3,2,2017
31/07/2017,31,Monday,7,July,3,2,2017
01/08/2017,1,Tuesday,8,August,3,2,2017
02/08/2017,2,Wednesday,8,August,3,2,2017
03/08/2017,3,Thursday,8,August,3,2,2017
04/08/2017,4,Friday,8,August,3,2,2017
05/08/2017,5,Saturday,8,August,3,2,2017
06/08/2017,6,Sunday,8,August,3,2,2017
07/08/2017,7,Monday,8,August,3,2,2017
08/08/2017,8,Tuesday,8,August,3,2,2017
09/08/2017,9,Wednesday,8,August,3,2,2017
10/08/2017,10,Thursday,8,August,3,2,2017
11/08/2017,11,Friday,8,August,3,2,2017
12/08/2017,12,Saturday,8,August,3,2,2017
13/08/2017,13,Sunday,8,August,3,2,2017
14/08/2017,14,Monday,8,August,3,2,2017
15/08/2017,15,Tuesday,8,August,3,2,2017
16/08/2017,16,Wednesday,8,August,3,2,2017
17/08/2017,17,Thursday,8,August,3,2,2017
18/08/2017,18,Friday,8,August,3,2,2017
19/08/2017,19,Saturday,8,August,3,2,2017
20/08/2017,20,Sunday,8,August,3,2,2017
21/08/2017,21,Monday,8,August,3,2,2017
22/08/2017,22,Tuesday,8,August,3,2,2017
23/08/2017,23,Wednesday,8,August,3,2,2017
24/08/2017,24,Thursday,8,August,3,2,2017
25/08/2017,25,Friday,8,August,3,2,2017
26/08/2017,26,Saturday,8,August,3,2,2017
27/08/2017,27,Sunday,8,August,3,2,2017
28/08/2017,28,Monday,8,August,3,2,2017
29/08/2017,29,Tuesday,8,August,3,2,2017
30/08/2017,30,Wednesday,8,August,3,2,2017
31/08/2017,31,Thursday,8,August,3,2,2017
01/09/2017,1,Friday,9,September,3,2,2017
02/09/2017,2,Saturday,9,September,3,2,2017
03/09/2017,3,Sunday,9,September,3,2,2017
04/09/2017,4,Monday,9,September,3,2,2017
05/09/2017,5,Tuesday,9,September,3,2,2017
06/09/2017,6,Wednesday,9,September,3,2,2017
07/09/2017,7,Thursday,9,September,3,2,2017
08/09/2017,8,Friday,9,September,3,2,2017
09/09/2017,9,Saturday,9,September,3,2,2017
10/09/2017,10,Sunday,9,September,3,2,2017
11/09/2017,11,Monday,9,September,3,2,2017
12/09/2017,12,Tuesday,9,September,3,2,2017
13/09/2017,13,Wednesday,9,September,3,2,2017
14/09/2017,14,Thursday,9,September,3,2,2017
15/09/2017,15,Friday,9,September,3,2,2017
16/09/2017,16,Saturday,9,September,3,2,2017
